# 2025/08/30 13:20:38
#
# ---------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED - ficus.py
# ---------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# ssp_models  --> sb99
# neb_mode    --> off
# Zarray      --> ['0001', '0002', '0008', '0014']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 1
# plot_mode   --> yes
# 
# wave(A)        Flux.SED         Flux.SEDerr      Flux.SEDINT      Flux.SEDINTerr 
   +2.09212e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.09452e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.09691e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.09931e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.10171e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.10412e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.10653e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.10894e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.11135e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.11376e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.11618e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.11860e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.12103e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.12346e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.12588e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.12832e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.13075e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.13319e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.13563e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.13807e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.14052e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.14297e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.14542e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.14788e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.15033e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.15279e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.15526e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.15772e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.16019e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.16266e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.16514e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.16762e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.17010e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.17258e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.17506e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.17755e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.18005e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.18254e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.18504e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.18754e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.19004e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.19255e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.19505e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.19757e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.20008e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.20260e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.20512e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.20764e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.21017e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.21270e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.21523e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.21776e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.22030e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.22284e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.22538e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.22793e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.23048e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.23303e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.23559e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.23814e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.24070e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.24327e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.24583e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.24840e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.25098e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.25355e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.25613e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.25871e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.26130e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.26388e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.26647e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.26907e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.27166e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.27426e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.27687e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.27963e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.28256e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.28549e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.28843e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.29137e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.29431e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.29726e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.30021e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.30317e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.30613e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.30909e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.31206e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.31503e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.31800e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.32098e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.32396e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.32695e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.32994e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.33293e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.33593e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.33893e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.34193e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.34494e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.34795e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.35097e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.35399e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.35702e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.36004e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.36308e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.36611e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.36915e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.37220e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.37524e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.37829e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.38135e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.38441e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.38747e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.39054e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.39361e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.39669e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.39977e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.40285e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.40594e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.40903e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.41212e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.41522e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.41833e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.42143e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.42454e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.42766e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.43078e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.43390e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.43703e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.44016e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.44329e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.44643e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.44958e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.45272e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.45587e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.45903e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.46219e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.46535e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.46852e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.47169e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.47487e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.47805e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.48123e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.48442e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.48761e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.49081e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.49401e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.49721e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.50042e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.50363e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.50685e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.51007e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.51329e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.51652e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.51976e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.52299e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.52623e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.52948e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.53273e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.53598e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.53924e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.54250e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.54577e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.54904e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.55232e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.55560e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.55888e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.56217e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.56546e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.56875e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.57205e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.57536e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.57867e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.58198e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.58530e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.58862e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.59195e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.59528e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.59861e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.60195e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.60553e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.60936e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.61319e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.61703e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.62088e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.62473e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.62858e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.63245e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.63631e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.64019e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.64407e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.64795e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.65184e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.65574e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.65964e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.66355e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.66746e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.67138e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.67530e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.67923e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.68317e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.68711e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.69106e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.69501e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.69897e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.70294e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.70691e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.71089e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.71487e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.71886e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.72285e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.72685e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.73086e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.73487e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.73889e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.74291e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.74694e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.75098e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.75502e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.75907e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.76312e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.76718e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.77125e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.77532e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.77939e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.78348e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.78757e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.79166e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.79576e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.79987e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.80399e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.80810e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.81223e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.81636e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.82050e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.82464e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.82879e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.83295e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.83711e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.84128e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.84545e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.84963e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.85382e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.85801e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.86221e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.86642e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.87063e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.87485e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.87907e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.88330e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.88754e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.89178e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.89603e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.90028e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.90454e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.90881e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.91308e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.91736e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.92165e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.92594e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.93024e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.93455e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.93886e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.94318e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.94750e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.95183e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.95617e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.96051e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.96486e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.96922e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.97358e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.97795e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.98232e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.98670e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.99109e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.99549e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +2.99989e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.00429e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.00871e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.01313e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.01755e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.02199e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.02643e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.03087e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.03533e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.04014e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.04533e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.05052e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.05573e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.06094e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.06616e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.07139e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.07662e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.08187e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.08713e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.09239e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.09766e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +3.10295e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
