# 2025/08/31 23:14:35
#
# ---------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED - ficus.py
# ---------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# ssp_models  --> sb99
# neb_mode    --> off
# Zarray      --> ['0001', '0002', '0008', '0014']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# plot_mode   --> yes
# 
# wave(A)        Flux.SED         Flux.SEDerr      Flux.SEDINT      Flux.SEDINTerr 
   +7.35441e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.37889e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.40345e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.42810e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.45283e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.47764e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.50253e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.52751e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.55257e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.57771e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.60294e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.62825e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.65364e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.67912e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.70468e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.73033e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.75607e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.78189e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.80779e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.83379e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.85986e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.88603e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.91228e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.93862e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.96505e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +7.99157e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.01817e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.04486e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.07164e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.09851e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.12548e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.15253e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.17966e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.20690e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.23422e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.26163e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.28913e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.31673e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.34441e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.37219e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.40006e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.42803e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.45608e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.48423e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.51248e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.54082e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.56925e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.59777e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.62640e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.65511e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.68393e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.71284e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.74184e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.77094e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.80014e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.82944e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.85883e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.88832e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.91791e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.94760e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +8.97739e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.00727e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.03726e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.06734e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.09753e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.12785e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.15832e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.18889e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.21957e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.25034e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.28122e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.31220e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.34328e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.37447e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.40576e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.43716e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.46866e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.50027e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.53198e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.56380e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.59572e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.62775e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.65989e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.69213e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.72449e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.75695e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.78951e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.82219e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.85498e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.88787e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.92088e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.95400e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +9.98722e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.00206e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.00540e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.00876e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.01212e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.01550e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.01889e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.02229e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.02571e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.02913e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.03256e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.03601e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.03947e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.04294e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.04642e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.04991e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.05342e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.05693e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.06046e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.06400e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.06755e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.07112e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.07469e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.07828e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.08188e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.08549e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.08911e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.09275e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.09640e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.10006e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.10373e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.10741e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.11111e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.11482e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.11854e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.12227e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.12602e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.12978e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.13355e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.13733e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.14113e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.14494e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.14876e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.15260e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.15644e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.16030e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.16418e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.16806e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.17196e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.17587e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.17980e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.18374e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.18769e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.19165e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.19563e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.19962e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.20363e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.20764e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.21167e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.21572e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.21978e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.22385e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.22793e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.23203e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.23614e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.24027e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.24441e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.24856e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.25273e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.25691e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.26111e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.26532e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.26954e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.27378e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.27803e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.28230e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.28658e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.29087e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.29518e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.29951e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.30384e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.30820e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.31256e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.31694e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.32134e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.32575e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.33018e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.33462e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.33907e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.34354e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.34803e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.35253e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.35704e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.36157e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.36611e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.37067e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.37525e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.37984e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.38445e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.38907e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.39370e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.39836e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.40302e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.40771e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.41241e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.41712e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.42185e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.42660e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.43136e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.43614e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.44093e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.44574e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.45057e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.45541e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.46027e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.46514e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.47003e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.47494e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.47986e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.48480e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.48976e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.49473e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.49972e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.50473e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.50975e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.51479e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.51985e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.52492e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.53001e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.53512e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.54024e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.54538e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.55054e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.55572e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.56091e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.56612e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.57135e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.57659e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.58185e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.58713e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.59243e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.59775e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.60308e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.60843e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.61380e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.61919e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.62459e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.63002e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.63546e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.64092e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.64639e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.65189e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.65740e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.66294e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.66849e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.67406e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.67964e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.68525e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.69088e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.69652e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.70218e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.70786e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.71357e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.71929e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.72502e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.73078e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.73656e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.74236e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.74817e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.75401e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.75986e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.76574e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.77163e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.77755e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.78348e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.78943e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.79540e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.80140e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.80741e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.81344e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.81950e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.82557e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.83166e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.83778e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.84391e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.85007e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.85624e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.86244e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.86865e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.87489e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.88115e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.88743e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.89373e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.90005e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.90639e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.91275e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.91914e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.92554e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.93197e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.93842e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.94489e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.95138e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.95789e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.96443e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
   +1.97099e+01     +0.00000e+00     +0.00000e+00     +0.00000e+00     +0.00000e+00
